company,cik,city,zip,entity_type,incorporated,young_company,industry,revenue_range,first_sale_date,filing_date,is_amendment,total_offering,amount_sold,num_investors,equity,debt,exemptions,related_people,file_num,accession,filing_url
WellSheet Inc.,1716179,Newark,07102,Corporation,overFiveYears,False,Other Technology,Decline to Disclose,2021-09-09,2021-09-20,False,2700000.0,2695000.0,10,False,False,06b,Georgia Papathomas (Director); Craig Limoli (Executive Officer/Director); John Paul Patrizio (Executive Officer/Director); Thomas Wisniewski (Director); John Glaser (Director),021-413918,0001716179-21-000001,https://www.sec.gov/Archives/edgar/data/1716179/000171617921000001/
WellSheet Inc.,1716179,Newark,07102,Corporation,overFiveYears,False,Other Technology,Decline to Disclose,2022-08-22,2023-09-25,True,2420000.0,1420000.0,10,False,False,06b,Georgia Papathomas (Director); Thomas Wisniewski (Director); John Glaser (Director); John Paul Patrizio (Executive Officer/Director); Craig Limoli (Executive Officer/Director),021-458027,0001716179-23-000001,https://www.sec.gov/Archives/edgar/data/1716179/000171617923000001/
"West Orange ASC, LLC",1941056,West Orange,07052,Limited Liability Company,overFiveYears,False,Other Health Care,Decline to Disclose,2022-08-01,2022-08-12,False,3203130.0,2124525.0,14,True,False,06b,GERALD TOFANI (Executive Officer); KARIN GRAULICH (Director); JESSICA MANN (Director); DONALD CHERVENAK (Director); DEBBRA KEEGAN (Director); MEG STAGLIANO (Executive Officer/Director); ALEX SCOTT (Executive Officer); TESHA SIMPSON (Executive Officer/Director),021-455826,0001941056-22-000001,https://www.sec.gov/Archives/edgar/data/1941056/000194105622000001/
"Win Time EB-5 150-170 Properties, LLC",1662037,Edison,08817,Limited Liability Company,overFiveYears,False,Construction,Decline to Disclose,2017-09-06,2021-05-06,True,20000000.0,4500000.0,9,True,False,06c,Chinghue Tsay (Executive Officer); Jason Cheng (Executive Officer),021-254081,0001662037-21-000002,https://www.sec.gov/Archives/edgar/data/1662037/000166203721000002/
"Woodcrest Apartments I, LLC",2028755,Bridgewater,08807,Limited Liability Company,2024,True,Other,No Revenues,2024-06-21,2024-07-01,False,6555000.0,6555000.0,91,True,False,06b,James Stuart (Executive Officer); Sanjay Hedge (Executive Officer); Kinjal Suchak (Executive Officer); Paul Williams (Executive Officer),021-517467,0002028755-24-000001,https://www.sec.gov/Archives/edgar/data/2028755/000202875524000001/
Work Onward Inc,1995576,Ridgewood,07450,Corporation,2023,True,Other Technology,Decline to Disclose,2023-09-19,2023-09-29,False,120000.0,120000.0,1,False,True,06b,Jooyoung (Holly) Diamond (Executive Officer/Director),021-493383,0001995576-23-000001,https://www.sec.gov/Archives/edgar/data/1995576/000199557623000001/
"WorkWave Holdco, Inc.",1954666,Holmdel,07733,Corporation,2018,True,Other Technology,Decline to Disclose,2022-10-31,2022-11-17,False,,85446710.0,126,True,False,06b,Darren Roos (Director); Eric Palmer (Director); Sheryl Hoskins (Director); Rohan Sukhdeo (Executive Officer); Sejal Pietrzak (Director); Adam Scheid (Director); Jonathan Wulkan (Director); Jana Hey (Executive Officer); Stewart Lynn (Director); Johannes Reichel (Director); Kelly Gliatta (Executive Officer); David Giannetto (Executive Officer); Naveen Wadhera (Director),021-465025,0001954666-22-000001,https://www.sec.gov/Archives/edgar/data/1954666/000195466622000001/
Xenon Ophthalmics Inc,1988832,Belleville,07109,Corporation,2019,True,Biotechnology,Decline to Disclose,2019-08-15,2023-08-22,False,,2365500.0,16,True,True,06b,Bruce Stark (Director); Steve Susanibar (Executive Officer/Director); Michelle DeFossett (Director); Zeshan Kahn (Executive Officer/Director); Robert Gilligan (Director),021-490391,0001988832-23-000001,https://www.sec.gov/Archives/edgar/data/1988832/000198883223000001/
Xscape Photonics Inc.,1947986,Fort Lee,07024,Corporation,2022,True,Other Technology,Decline to Disclose,2024-09-04,2024-09-19,False,44000000.0,43849970.0,11,True,False,06b,Alexander Gaeta (Executive Officer/Director); Alexander Kash (Executive Officer/Director); James Scapa (Director); Vivek Raghunathan (Executive Officer/Director),021-524490,0001947986-24-000002,https://www.sec.gov/Archives/edgar/data/1947986/000194798624000002/
YM Corp,1416299,Sewell,08080,Corporation,overFiveYears,False,Business Services,No Revenues,,2025-06-16,True,10.0,0.0,0,True,False,06c,Tony Ramos (Director),021-535825,0001416299-25-000013,https://www.sec.gov/Archives/edgar/data/1416299/000141629925000013/
"Yummy Bazaar, Inc.",1682462,Glassboro,08028,Corporation,overFiveYears,False,Other,Decline to Disclose,2021-05-10,2021-09-22,True,3500000.0,2400000.0,4,True,False,06b,David Meskhi (Executive Officer/Director); Arthur Maloy (Director); Weihua Yan (Executive Officer); Rebecca Chou (Executive Officer/Director); Han Shen (Director),021-400522,0001682462-21-000002,https://www.sec.gov/Archives/edgar/data/1682462/000168246221000002/
"Yummy Bazaar, Inc.",1682462,Glassboro,08028,Corporation,overFiveYears,False,Other,Decline to Disclose,2023-10-23,2023-11-06,True,1000000.0,50000.0,1,False,False,06b,David Meskhi (Executive Officer/Director); Weihua Yan (Executive Officer); Rebecca Chou (Executive Officer/Director); Han Shen (Director),021-496479,0001682462-23-000002,https://www.sec.gov/Archives/edgar/data/1682462/000168246223000002/
"Yummy Bazaar, Inc.",1682462,Glassboro,08028,Corporation,overFiveYears,False,Other,Decline to Disclose,2025-05-09,2025-05-22,False,450000.0,450000.0,2,False,False,06b,David Meskhi (Executive Officer/Director); Rebecca Chou (Executive Officer/Director); Han Shen (Director),021-547005,0001458511-25-000005,https://www.sec.gov/Archives/edgar/data/1682462/000145851125000005/
"Zebedee, Inc.",1874126,Hoboken,07030,Corporation,2019,True,Other Technology,Decline to Disclose,2021-07-08,2021-07-23,False,13500000.0,12894975.0,17,True,False,06b,Stephen McKeon (Director); Nicholas Brand (Director); David Osojnik (Director); Simon Cowell (Executive Officer/Director/Promoter),021-407536,0001874126-21-000001,https://www.sec.gov/Archives/edgar/data/1874126/000187412621000001/
"Zebedee, Inc.",1874126,Hoboken,07030,Corporation,2019,True,Other Technology,Decline to Disclose,2022-05-26,2022-06-09,False,35000000.0,33069757.0,13,True,False,06b,Afonso Campos (Director); Nicholas Brand (Director); Simon Cowell (Executive Officer/Director/Promoter); Andre Neves (Director); Stephen McKeon (Director),021-448707,0001874126-22-000001,https://www.sec.gov/Archives/edgar/data/1874126/000187412622000001/
Zelta Technology Inc,1924609,Jersey City,07302,Corporation,2021,True,Other Technology,Decline to Disclose,2022-03-19,2022-05-11,False,500000.0,355000.0,9,True,False,06b,Pierce Healy (Executive Officer/Director),021-445282,0001924609-22-000001,https://www.sec.gov/Archives/edgar/data/1924609/000192460922000001/
Zelta Technology Inc,1924609,Jersey City,07302,Corporation,2021,True,Other Technology,Decline to Disclose,2022-10-28,2022-11-07,False,120000.0,20000.0,1,True,True,06b,Pierce Healy (Executive Officer/Director); Conor McGuinness (Director),021-464115,0001924609-22-000003,https://www.sec.gov/Archives/edgar/data/1924609/000192460922000003/
Zelta Technology Inc,1924609,Jersey City,07302,Corporation,2021,True,Other Technology,Decline to Disclose,2022-10-28,2022-11-07,False,120000.0,20000.0,1,True,True,06b,Pierce Healy (Executive Officer/Director),021-464112,0001924609-22-000002,https://www.sec.gov/Archives/edgar/data/1924609/000192460922000002/
Zena Therapeutics Inc.,1992540,Princeton,08540,Corporation,2021,True,Pharmaceuticals,Decline to Disclose,2023-08-11,2023-09-07,False,500000.0,500000.0,1,True,False,06b,Eileen Carry (Executive Officer/Director); Ariane Vasilatis (Executive Officer/Director),021-491564,0001878646-23-000027,https://www.sec.gov/Archives/edgar/data/1992540/000187864623000027/
"Zerify, Inc.",1285543,Edison,08837,Corporation,overFiveYears,False,Other Technology,"$1 - $1,000,000",2023-03-06,2023-04-07,False,17550.0,17550.0,5,True,False,06b,Mark Kay (Executive Officer/Director),021-478232,0001477932-23-002320,https://www.sec.gov/Archives/edgar/data/1285543/000147793223002320/
"ZeroMark, Inc.",2024673,Scotch Plains,07076,Corporation,2022,True,Manufacturing,Decline to Disclose,2024-05-14,2024-06-06,True,6966536.0,6966536.0,23,True,False,06b,Joel Anderson (Executive Officer/Director),021-514305,0001739074-24-000006,https://www.sec.gov/Archives/edgar/data/2024673/000173907424000006/
Zing Tech Inc.,1914400,Tenafly,07670,Corporation,2021,True,Restaurants,Decline to Disclose,2022-02-16,2022-03-03,False,7184998.0,6641647.0,20,True,False,06b,Tomer Zilkha (Director); Lior Prosor (Director); Avishai Shoham (Executive Officer/Director),021-435721,0001914400-22-000001,https://www.sec.gov/Archives/edgar/data/1914400/000191440022000001/
dottxt Inc.,2005263,Ridgewood,07450,Corporation,2023,True,Other Technology,Decline to Disclose,2023-12-12,2023-12-22,False,3240000.0,2700000.0,2,True,False,06b,Daniel Gerlanc (Executive Officer/Director); Clement Vanden Driessche (Director); Remi Louf (Executive Officer/Director); Brandon Willard (Director),021-500624,0002005263-23-000001,https://www.sec.gov/Archives/edgar/data/2005263/000200526323000001/
dottxt Inc.,2005263,Jersey City,07310,Corporation,2023,True,Other Technology,Decline to Disclose,2024-08-01,2024-08-16,False,9000000.0,7637015.0,3,True,False,06b,Julien Hobeika (Director); Clement Vanden Driessche (Director); Daniel Gerlanc (Executive Officer/Director); Remi Louf (Executive Officer/Director); Brandon Willard (Director),021-521735,0002005263-24-000002,https://www.sec.gov/Archives/edgar/data/2005263/000200526324000002/
eBumps Inc.,1841327,Princeton,08540,Corporation,2020,True,Other,Decline to Disclose,2021-01-02,2021-01-25,False,500000.0,50000.0,1,False,True,06b,Corin Rose (Executive Officer/Director); Cole Johnson (Director); Jonah Tuckman (Executive Officer/Director); Marc Johnson (Director),021-387206,0001841327-21-000001,https://www.sec.gov/Archives/edgar/data/1841327/000184132721000001/
"electroCore, Inc.",1560258,Rockaway,07866,Corporation,overFiveYears,False,Other Health Care,Decline to Disclose,2021-09-20,2021-10-04,False,192000.0,192000.0,0,True,False,06b,Stephen Ondra (Director); Daniel Goldberger (Executive Officer/Director); Michael Atieh (Director); Peter Cuneo (Director); Thomas Patton (Director); Brian Posner (Executive Officer); JP Errico (Director); Trevor Moody (Director); John Gandolfo (Director); Thomas Errico (Director),021-415526,0001193805-21-001401,https://www.sec.gov/Archives/edgar/data/1560258/000119380521001401/
"electroCore, Inc.",1560258,Rockaway,07866,Corporation,overFiveYears,False,Other Health Care,Decline to Disclose,2023-08-02,2023-08-08,False,52372.0,52372.0,7,True,False,06b,Peter Cuneo (Director); Trevor Moody (Director); Julie Goldstein (Director); Daniel Goldberger (Executive Officer/Director); John Gandolfo (Director); Thomas Errico (Director); Patricia Wilber (Director); Brian Posner (Executive Officer); Thomas Patton (Director),021-489036,0001193805-23-001117,https://www.sec.gov/Archives/edgar/data/1560258/000119380523001117/
"electroCore, Inc.",1560258,Rockaway,07866,Corporation,overFiveYears,False,Other Health Care,Decline to Disclose,2023-08-02,2023-08-08,False,750000.0,750000.0,6,True,False,06b,Brian Posner (Executive Officer); Trevor Moody (Director); Thomas Errico (Director); Patricia Wilber (Director); Daniel Goldberger (Executive Officer/Director); Peter Cuneo (Director); Julie Goldstein (Director); Thomas Patton (Director); John Gandolfo (Director),021-489037,0001193805-23-001118,https://www.sec.gov/Archives/edgar/data/1560258/000119380523001118/
"electroCore, Inc.",1560258,Rockaway,07866,Corporation,overFiveYears,False,Other Health Care,Decline to Disclose,2024-05-01,2024-05-08,False,0.0,0.0,0,False,False,06b,Brian Posner (Executive Officer); Peter Cuneo (Director); Daniel Goldberger (Executive Officer/Director); John Gandolfo (Director); Thomas Errico (Director); Charles Theofilos (Director); Thomas Patton (Director); Julie Goldstein (Director); Patricia Wilber (Director),021-512720,0001193805-24-000615,https://www.sec.gov/Archives/edgar/data/1560258/000119380524000615/
"electroCore, Inc.",1560258,Rockaway,07866,Corporation,overFiveYears,False,Other Health Care,Decline to Disclose,2024-06-05,2024-06-12,False,7845000.0,7845000.0,13,True,False,06b,Patricia Wilber (Director); Julie Goldstein (Director); Brian Posner (Executive Officer); Thomas Errico (Director); Charles Theofilos (Director); Daniel Goldberger (Executive Officer/Director); Thomas Patton (Director); Peter Cuneo (Director); John Gandolfo (Director),021-515841,0001193805-24-000789,https://www.sec.gov/Archives/edgar/data/1560258/000119380524000789/
"electroCore, Inc.",1560258,Rockaway,07866,Corporation,overFiveYears,False,Other Health Care,Decline to Disclose,2024-08-01,2024-08-02,False,0.0,0.0,0,False,False,06b,Peter Cuneo (Director); Brian Posner (Executive Officer); Julie Goldstein (Director); Thomas Patton (Director); Daniel Goldberger (Executive Officer/Director); Thomas Errico (Director); John Gandolfo (Director); Patricia Wilber (Director); Charles Theofilos (Director),021-520516,0001193805-24-000982,https://www.sec.gov/Archives/edgar/data/1560258/000119380524000982/
"electroCore, Inc.",1560258,Rockaway,07866,Corporation,overFiveYears,False,Other Health Care,Decline to Disclose,2024-11-11,2024-11-15,False,0.0,0.0,0,False,False,06b,Thomas Patton (Director); Peter Cuneo (Director); Charles Theofilos (Director); Daniel Goldberger (Executive Officer/Director); John Gandolfo (Director); Joshua Lev (Executive Officer); Patricia Wilber (Director); Thomas Errico (Director); Julie Goldstein (Director),021-529589,0001193805-24-001379,https://www.sec.gov/Archives/edgar/data/1560258/000119380524001379/
"electroCore, Inc.",1560258,Rockaway,07866,Corporation,overFiveYears,False,Other Health Care,Decline to Disclose,2025-09-10,2025-09-16,False,,0.0,0,False,False,06b,Joshua Lev (Executive Officer); Patricia Wilber (Director); John Gandolfo (Director); Thomas Patton (Director); Julie Goldstein (Director); James Theofilos (Director); Elena Bonfiglioli (Director); Thomas Errico (Director); Daniel Goldberger (Executive Officer/Director),021-557696,0001493152-25-013744,https://www.sec.gov/Archives/edgar/data/1560258/000149315225013744/
"electroCore, Inc.",1560258,Rockaway,07866,Corporation,overFiveYears,False,Other Health Care,Decline to Disclose,2025-10-02,2025-10-17,False,1856000.0,1856000.0,3,True,False,06b,Thomas Errico (Director); Joshua Lev (Executive Officer); Patricia Wilber (Director); Thomas Patton (Director); Elena Bonfiglioli (Director); James Theofilos (Director); John Gandolfo (Director); Daniel Goldberger (Executive Officer/Director); Julie Goldstein (Director),021-561311,0001493152-25-018447,https://www.sec.gov/Archives/edgar/data/1560258/000149315225018447/
"electroCore, Inc.",1560258,Rockaway,07866,Corporation,overFiveYears,False,Other Health Care,Decline to Disclose,2025-10-06,2025-10-17,False,,0.0,0,False,False,06b,Patricia Wilber (Director); Daniel Goldberger (Executive Officer/Director); Julie Goldstein (Director); Joshua Lev (Executive Officer); Thomas Errico (Director); Elena Bonfiglioli (Director); James Theofilos (Director); Thomas Patton (Director); John Gandolfo (Director),021-561310,0001493152-25-018446,https://www.sec.gov/Archives/edgar/data/1560258/000149315225018446/
exworth global,1870961,Short Hills,07078,Corporation,2021,True,Other Technology,Decline to Disclose,,2021-07-09,False,50000000.0,0.0,0,False,True,06b,WEI HUANG (Executive Officer),021-405686,0001870961-21-000001,https://www.sec.gov/Archives/edgar/data/1870961/000187096121000001/
"iFundWomen, Inc.",1943214,Montclair,07043,Corporation,overFiveYears,False,Other Technology,Decline to Disclose,2021-11-08,2022-08-22,False,1000000.0,650000.0,5,False,False,06b,Divya Gugnami (Director); Karen Cahn (Executive Officer/Director); Anjali Kumar (Director); Carolyn Spencer (Executive Officer),021-456467,0001943214-22-000001,https://www.sec.gov/Archives/edgar/data/1943214/000194321422000001/
iQure Pharma Inc.,1996977,Skillman,08558,Corporation,2019,True,Pharmaceuticals,Decline to Disclose,2023-10-04,2023-10-11,False,2000000.0,1500000.0,13,True,False,06b,Pawel Zolnierczyk (Executive Officer),021-494444,0001996977-23-000001,https://www.sec.gov/Archives/edgar/data/1996977/000199697723000001/
iQure Pharma Inc.,1996977,Princeton,08540,Corporation,2019,True,Other,Decline to Disclose,2024-04-05,2024-04-16,False,,220000.0,7,False,True,06b,Pawel Zolnierczyk (Executive Officer),021-510783,0001996977-24-000001,https://www.sec.gov/Archives/edgar/data/1996977/000199697724000001/
iQure Pharma Inc.,1996977,Skillman,08558,Corporation,overFiveYears,False,Other,Decline to Disclose,2024-12-20,2025-01-16,False,1443786.0,1443786.0,2,False,True,06b,Pawel Zolnierczyk (Executive Officer),021-535390,0001996977-25-000001,https://www.sec.gov/Archives/edgar/data/1996977/000199697725000001/
